	0
MP:0010577	abnormal heart right ventricle size
MP:0010578	abnormal heart left ventricle size
MP:0010579	increased heart left ventricle size
MP:0008774	increased heart left ventricle size
MP:0010580	decreased heart left ventricle size
MP:0010581	abnormal atrium myocardial trabeculae morphology
MP:0010582	abnormal bulbus cordis septation
MP:0010583	abnormal conotruncus morphology
MP:0010584	abnormal conotruncus septation
MP:0010585	abnormal conotruncal ridge morphology
MP:0010586	absent conotruncal ridges
MP:0010587	conotruncal ridge hypoplasia
MP:0010588	conotruncal ridge hyperplasia
MP:0010589	common truncal valve
MP:0010590	common truncal valve stenosis
MP:0010591	enlarged aortic valve
MP:0010592	abnormal atrioventricular septum morphology
MP:0010593	thick aortic valve cusps
MP:0010594	thick aortic valve
MP:0010595	abnormal aortic valve cusp morphology
MP:0010596	unicuspid aortic valve
MP:0010597	absent aortic valve cusps
MP:0010598	abnormal aortic valve anulus morphology
MP:0010599	abnormal fetal atrioventricular canal septation
MP:0010600	enlarged pulmonary valve
MP:0010601	thick pulmonary valve
MP:0010602	abnormal pulmonary valve cusp morphology
MP:0010603	unicuspid pulmonary valve
MP:0010604	absent pulmonary valve cusps
MP:0010605	thick pulmonary valve cusps
MP:0010606	abnormal pulmonary valve anulus morphology
MP:0010607	common atrioventricular valve
MP:0010608	abnormal chordae tendineae morphology
MP:0010609	absent chordae tendineae
MP:0010610	patent aortic valve
MP:0010611	patent pulmonary valve
MP:0010612	muscular subaortic stenosis
MP:0010613	abnormal mitral valve anulus morphology
MP:0010614	abnormal mitral valve cusp morphology
MP:0010615	unicuspid mitral valve
MP:0010616	absent mitral valve cusps
MP:0010617	thick mitral valve cusps
MP:0010618	enlarged mitral valve
MP:0010619	patent mitral valve
MP:0010620	thick mitral valve
MP:0010621	abnormal tricuspid valve anulus morphology
MP:0010622	abnormal tricuspid valve cusp morphology
MP:0010623	bicuspid tricuspid valve
MP:0010624	unicuspid tricuspid valve
MP:0010625	absent tricuspid valve cusps
MP:0010626	thick tricuspid valve cusps
MP:0010627	enlarged tricuspid valve
MP:0010628	patent tricuspid valve
MP:0010629	thick tricuspid valve
MP:0010630	abnormal cardiac muscle tissue morphology
MP:0010631	increased Q wave amplitude
MP:0010632	cardiac muscle necrosis
MP:0010633	myocardium hypertrophy
MP:0010634	increased QRS amplitude
MP:0010635	aorta pulmonary collateral arteries
MP:0010636	bundle branch block
MP:0010637	sinus bradycardia
MP:0010638	absent intercalated disks
MP:0010639	abnormal tumor pathology
MP:0010640	ventricular myocardium compact layer hypoplasia
MP:0010641	descending aorta stenosis
MP:0010642	absent third pharyngeal arch
MP:0010643	absent fourth pharyngeal arch
MP:0010644	absent sixth pharyngeal arch
MP:0010645	failure of conotruncal ridge closure
MP:0010646	absent pulmonary vein
MP:0010647	left atrium hypoplasia
MP:0010648	right atrium hypoplasia
MP:0010649	dilated pulmonary trunk
MP:0010650	abnormal aorticopulmonary septum morphology
MP:0010651	aorticopulmonary septal defect
MP:0010652	absent aorticopulmonary septum
MP:0010653	abnormal Wallerian degeneration
MP:0010654	slow Wallerian degeneration
MP:0010655	absent cardiac jelly
MP:0010656	thick myocardium
MP:0010657	absent pulmonary trunk
MP:0010658	thoracic aorta aneurysm
MP:0010659	abdominal aorta aneurysm
MP:0010660	descending thoracic aorta aneurysm
MP:0010661	ascending aorta aneurysm
MP:0010662	abnormal intersomitic artery morphology
MP:0010663	abnormal brachiocephalic trunk morphology
MP:0010664	abnormal vitelline artery morphology
MP:0010665	persistent vitelline artery
MP:0010666	abnormal vitelline vein morphology
MP:0010667	abnormal umbilical vein morphology
MP:0010668	abnormal hepatic portal vein morphology
MP:0010669	abnormal activation-induced B cell apoptosis
MP:0010670	abnormal activation-induced cell death of T cells
MP:0010671	abnormal Tc17 cell morphology
MP:0010672	increased Tc17 cell number
MP:0010673	decreased Tc17 cell number
MP:0010674	increased activation-induced B cell apoptosis
MP:0010675	decreased activation-induced B cell apoptosis
MP:0010676	increased activation-induced cell death of T cells
MP:0010677	decreased activation-induced cell death of T cells
MP:0010678	abnormal skin adnexa morphology
MP:0010679	abnormal arrector pilli muscle morphology
MP:0010680	abnormal skin adnexa physiology
MP:0010681	abnormal hair follicle bulb morphology
MP:0010682	abnormal hair follicle infundibulum morphology
MP:0010683	dilated hair follicle infundibulum
MP:0010684	abnormal hair follicle outer root sheath morphology
MP:0010685	abnormal hair follicle inner root sheath morphology
MP:0010686	abnormal hair follicle matrix region morphology
MP:0010687	absent hair follicle dermal papilla
MP:0010688	hair follicle outer root sheath hyperplasia
MP:0010689	thin hair follicle outer root sheath
MP:0010690	thick hair follicle outer root sheath
MP:0010691	hair follicle inner root sheath hyperplasia
MP:0010692	thick hair follicle inner root sheath
MP:0010693	thin hair follicle inner root sheath
MP:0010694	abnormal hair follicle isthmus morphology
MP:0010695	abnormal blood pressure regulation
MP:0010696	increased siderocyte number
MP:0010697	abnormal systemic arterial blood pressure regulation
MP:0010698	abnormal impulsive behavior control
MP:0010699	dilated hair follicles
MP:0010700	hair follicle comedo
MP:0010701	fusion of atlas and odontoid process
MP:0010702	split cervical atlas
MP:0010703	split cervical axis
MP:0010704	abnormal optic canal morphology
MP:0010705	absent metoptic pillar
MP:0010706	ventral rotation of lens
MP:0010707	decreased ventral retina size
MP:0010708	absent iris stroma
MP:0010709	absent eye anterior chamber
MP:0010710	absent sclera
MP:0010711	persistent hyperplastic primary vitreous
MP:0010712	absent nasolacrimal duct
MP:0010713	corneal-lenticular stalk
MP:0010714	iris coloboma
MP:0010715	retina coloboma
MP:0010716	optic disk coloboma
MP:0010717	optic nerve coloboma
MP:0010718	choroid coloboma
MP:0010719	ciliary body coloboma
MP:0010720	absent sublingual duct
MP:0010721	short sublingual duct
MP:0010722	persistent cervical thymus
MP:0010723	paternal effect
MP:0010724	thick interventricular septum
MP:0010725	thin interventricular septum
MP:0010726	abnormal collateral sprouting
MP:0010727	increased glioblastoma incidence
MP:0010728	fusion of atlas and occipital bones
MP:0010729	absent arcus anterior
MP:0010730	absent odontoid process
MP:0010731	absent ventral tubercle of atlas
MP:0010732	abnormal node of Ranvier morphology
MP:0010733	abnormal axon initial segment morphology
MP:0010734	abnormal paranode morphology
MP:0010735	abnormal paranodal axoglial junction morphology
MP:0010736	abnormal extraembryonic ectoderm morphology
MP:0010737	abnormal juxtaparanode morphology
MP:0010738	abnormal internode morphology
MP:0010739	abnormal axolemma morphology
MP:0010740	abnormal dendritic cell chemotaxis
MP:0010741	abnormal melanocyte proliferation
MP:0010742	increased Schwann cell number
MP:0010743	delayed cranial suture closure
MP:0010744	abnormal cervical flexure morphology
MP:0010745	abnormal pre-Botzinger complex morphology
MP:0010746	abnormal pre-Botzinger complex physiology
MP:0010747	abnormal enamel organ morphology
MP:0010748	abnormal visual evoked potential
MP:0010749	absent visual evoked potential
MP:0010750	increased susceptibility to parasitic infection induced morbidity/mortality
MP:0010751	decreased susceptibility to parasitic infection induced morbidity/mortality
MP:0010752	impaired mucociliary clearance
MP:0010753	improved mucociliary clearance
MP:0010754	abnormal heart left ventricle pressure
MP:0010755	abnormal heart right ventricle pressure
MP:0010756	decreased right ventricle peak pressure
MP:0010757	decreased right ventricle diastolic pressure
MP:0010758	increased right ventricle systolic pressure
MP:0010759	decreased right ventricle systolic pressure
MP:0010760	abnormal macrophage chemotaxis
MP:0005495	abnormal macrophage chemotaxis
MP:0010761	abnormal microglial cell chemotaxis
MP:0010762	abnormal microglial cell activation
MP:0010763	abnormal hematopoietic stem cell physiology
MP:0010764	abnormal granulocyte chemotaxis
MP:0010765	impaired granulocyte chemotaxis
MP:0005073	impaired granulocyte chemotaxis
MP:0010766	abnormal NK cell physiology
MP:0005069	abnormal NK cell physiology
MP:0010767	abnormal female meiosis I arrest
MP:0010768	mortality/aging
MP:0005372	mortality/aging
MP:0005373	mortality/aging
MP:0005374	mortality/aging
MP:0010769	abnormal survival
MP:0010770	preweaning lethality
MP:0010771	integument phenotype
MP:0005392	integument phenotype
MP:0005393	integument phenotype
MP:0010772	abnormal pollex morphology
MP:0010773	supernumerary molars
MP:0010774	abnormal lymph node follicular mantle morphology
MP:0010775	abnormal scaphoid morphology
MP:0010776	abnormal placenta metrial gland morphology
MP:0010777	absent placenta metrial gland
MP:0010778	abnormal stomach fundus morphology
MP:0010779	abnormal stomach muscularis externa morphology
MP:0010780	abnormal stomach smooth muscle circular layer morphology
MP:0010781	pyloric sphincter hypertrophy
MP:0010782	stomach smooth muscle circular layer hypertrophy
MP:0010783	abnormal stomach wall morphology
MP:0010784	abnormal forestomach morphology
MP:0010785	abnormal stomach pyloric region morphology
MP:0010786	stomach fundus hypertrophy
MP:0010787	gastric cyst
MP:0010788	stomach hypoplasia
MP:0010789	abnormal stomach mesentery morphology
MP:0010790	abnormal stomach pyloric antrum morphology
MP:0010791	abnormal pyloric canal morphology
MP:0010792	abnormal stomach mucosa morphology
MP:0005209	abnormal stomach mucosa morphology
MP:0010793	abnormal stomach serosa morphology
MP:0010794	abnormal stomach submucosa morphology
MP:0010795	abnormal cardiac gastric gland morphology
MP:0010796	abnormal intermediate gastric gland morphology
MP:0010797	abnormal pyloric gastric gland morphology
MP:0010798	abnormal stomach cardiac region morphology
MP:0010799	stomach mucosa hyperplasia
MP:0010800	abnormal submucous nerve plexus morphology
MP:0010801	abnormal myenteric nerve plexus morphology
MP:0010802	abnormal intestinal enteroendocrine cell morphology
MP:0010803	abnormal stomach enteroendocrine cell morphology
MP:0010804	abnormal stomach smooth muscle inner oblique layer morphology
MP:0010805	abnormal stomach smooth muscle outer longitudinal layer morphology
MP:0010806	abnormal stomach muscularis mucosa morphology
MP:0010807	abnormal stomach position or orientation
MP:0010808	right-sided stomach
MP:0010809	abnormal club cell morphology
MP:0010810	increased type II pneumocyte number
MP:0010811	decreased type II pneumocyte number
MP:0010812	absent type II pneumocytes
MP:0010813	abnormal alveolar lamellar body morphology
MP:0010814	absent alveolar lamellar bodies
MP:0010815	enlarged alveolar lamellar bodies
MP:0010816	decreased type I pneumocyte number
MP:0010817	absent type I pneumocytes
MP:0010818	adhesive atelectasis
MP:0010819	primary atelectasis
MP:0010820	abnormal pleura morphology
MP:0010821	abnormal visceral pleura morphology
MP:0010822	pneumothorax
MP:0010823	abnormal parietal pleura morphology
MP:0010824	absent right lung accessory lobe
MP:0010825	abnormal lung saccule morphology
MP:0010826	absent lung saccules
MP:0010827	small lung saccule
MP:0010828	abnormal bronchioalveolar stem cell morphology
MP:0010829	increased bronchioalveolar stem cell number
MP:0010830	decreased bronchioalveolar stem cell number
MP:0010831	lethality, incomplete penetrance
MP:0010832	lethality during fetal growth through weaning
MP:0010833	abnormal memory T cell morphology
MP:0006385	abnormal memory T cell morphology
MP:0010834	abnormal CD4-positive, alpha-beta memory T cell morphology
MP:0010835	increased CD4-positive, alpha-beta memory T cell number
MP:0010836	decreased CD4-positive, alpha-beta memory T cell number
MP:0010837	abnormal CD8-positive, alpha-beta memory T cell morphology
MP:0010838	increased CD8-positive, alpha-beta memory T cell number
MP:0010839	decreased CD8-positive, alpha-beta memory T cell number
MP:0010840	abnormal central memory CD4-positive, alpha-beta T cell morphology
MP:0010841	increased central memory CD4-positive, alpha-beta T cell number
MP:0010842	decreased central memory CD4-positive, alpha-beta T cell number
MP:0010843	abnormal effector memory CD4-positive, alpha-beta T cell morphology
MP:0010844	increased effector memory CD4-positive, alpha-beta T cell number
MP:0010845	decreased effector memory CD4-positive, alpha-beta T cell number
MP:0010846	abnormal central memory CD8 positive, alpha-beta T cell morphology
MP:0010847	increased central memory CD8 positive, alpha-beta T cell number
MP:0010848	decreased central memory CD8 positive, alpha-beta T cell number
MP:0010849	abnormal effector memory CD8-positive, alpha-beta T cell number
MP:0010850	increased effector memory CD8-positive, alpha-beta T cell number
MP:0010851	decreased effector memory CD8-positive, alpha-beta T cell number
MP:0010852	absent epidermal lamellar bodies
MP:0010853	abnormal lung position or orientation
MP:0010854	lung situs inversus
MP:0010855	pulmonary hyperemia
MP:0010856	dilated respiratory conducting tubes
MP:0010857	pulmonary necrosis
MP:0010858	pulmonary epithelial necrosis
MP:0010859	abnormal anterior commissure pars anterior morphology
MP:0010860	abnormal anterior commissure pars posterior morphology
MP:0010861	increased respiratory mucosa goblet cell number
MP:0010862	decreased respiratory mucosa goblet cell number
MP:0010863	absent respiratory mucosa goblet cells
MP:0010864	abnormal enamel knot morphology
MP:0010865	prenatal growth retardation
MP:0010866	abnormal prenatal body size
MP:0010867	abnormal bone trabecula morphology
MP:0010868	increased bone trabecula number
MP:0010869	decreased bone trabecula number
MP:0010870	absent bone trabeculae
MP:0010871	abnormal trabecular bone mass
MP:0010872	increased trabecular bone mass
MP:0010873	decreased trabecular bone mass
MP:0010874	abnormal bone volume
MP:0010875	increased bone volume
MP:0010876	decreased bone volume
MP:0010877	abnormal trabecular bone volume
MP:0010878	increased trabecular bone volume
MP:0010879	decreased trabecular bone volume
MP:0010880	small esophagus
MP:0010881	esophagus hypoplasia
MP:0010882	trachea hypoplasia
MP:0010883	trachea stenosis
MP:0010884	esophagus stenosis
MP:0010885	absent trachea
MP:0010886	absent minor salivary glands
MP:0010887	pale lung
MP:0010889	small alveolar lamellar bodies
MP:0010890	decreased alveolar lamellar body number
MP:0010891	increased alveolar lamellar body number
MP:0010892	increased oligodendrocyte progenitor number
MP:0010893	abnormal posterior commissure morphology
MP:0010894	pulmonary alveolar edema
MP:0010895	increased lung compliance
MP:0010896	decreased lung compliance
MP:0010897	abnormal bronchiole epithelium morphology
MP:0010898	abnormal pulmonary alveolus epithelium morphology
MP:0010899	abnormal pulmonary alveolar system morphology
MP:0010900	abnormal pulmonary interalveolar septum morphology
MP:0010901	abnormal pulmonary alveolar parenchyma morphology
MP:0010902	abnormal pulmonary alveolar sac morphology
MP:0010903	abnormal pulmonary alveolus wall morphology
MP:0010904	abnormal alveolar pore morphology
MP:0010905	absent alveolar pores
MP:0010906	abnormal lung bud morphology
MP:0010907	absent lung buds
MP:0010908	dilated pulmonary alveolar ducts
MP:0010909	pulmonary alveolar hemorrhage
MP:0010910	bronchiolar epithelial hyperplasia
MP:0010911	abnormal pulmonary acinus morphology
MP:0010912	herniated liver
MP:0010913	abnormal neuroendocrine cell morphology
MP:0010914	abnormal solitary pulmonary neuroendocrine cell morphology
MP:0010915	increased solitary pulmonary neuroendocrine cell number
MP:0010916	decreased solitary pulmonary neuroendocrine cell number
MP:0010917	absent solitary pulmonary neuroendocrine cells
MP:0010918	abnormal pulmonary neuroendocrine body morphology
MP:0010919	increased number of pulmonary neuroendocrine bodies
MP:0010920	decreased number of pulmonary neuroendocrine bodies
MP:0010921	absent pulmonary neuroendocrine bodies
MP:0010922	alveolitis
MP:0010923	calcified pulmonary alveolus
MP:0010924	abnormal osteoid morphology
MP:0010925	abnormal osteoid volume
MP:0010926	increased osteoid volume
MP:0010927	decreased osteoid volume
MP:0010928	abnormal osteoid thickness
MP:0010929	increased osteoid thickness
MP:0010930	decreased osteoid thickness
MP:0010931	abnormal trabecular bone connectivity density
MP:0010932	increased trabecular bone connectivity density
MP:0010933	decreased trabecular bone connectivity density
MP:0010934	increased subcutaneous adipose tissue amount
MP:0010935	increased airway resistance
MP:0010936	decreased airway resistance
MP:0010937	increased total lung capacity
MP:0010938	decreased total lung capacity
MP:0010939	abnormal mandibular prominence morphology
MP:0010940	abnormal maxillary prominence morphology
MP:0010941	abnormal foramen magnum morphology
MP:0010942	abnormal respiratory epithelium morphology
MP:0010943	abnormal bronchus epithelium morphology
MP:0010944	respiratory epithelium hypertrophy
MP:0010945	lung epithelium hyperplasia
MP:0010946	hyperpnea
MP:0010947	abnormal single-strand DNA break repair
MP:0010948	abnormal double-strand DNA break repair
MP:0010949	decreased club cell number
MP:0010950	abnormal lung hysteresivity
MP:0010951	abnormal lipid oxidation
MP:0010952	abnormal fatty acid beta-oxidation
MP:0010953	abnormal fatty acid oxidation
MP:0010954	abnormal cellular respiration
MP:0010955	abnormal respiratory electron transport chain
MP:0010956	abnormal mitochondrial ATP synthesis coupled electron transport
MP:0010957	abnormal aerobic respiration
MP:0010958	abnormal tricarboxylic acid cycle
MP:0010959	abnormal oxidative phosphorylation
MP:0010960	abnormal compact bone mass
MP:0010961	increased compact bone mass
MP:0010962	decreased compact bone mass
MP:0010963	abnormal compact bone volume
MP:0010964	increased compact bone volume
MP:0010965	decreased compact bone volume
MP:0010966	abnormal compact bone area
MP:0010967	increased compact bone area
MP:0010968	decreased compact bone area
MP:0010969	absent compact bone
MP:0010970	abnormal compact bone lamellar structure
MP:0010971	abnormal periosteum morphology
MP:0010972	absent periosteum
MP:0010973	increased periosteum thickness
MP:0010974	decreased periosteum thickness
MP:0010975	abnormal lung lobe morphology
MP:0010976	small lung lobe
MP:0010977	fused right lung lobes
MP:0010978	absent ureteric bud
MP:0010979	small ureteric bud
MP:0010980	ectopic ureteric bud
MP:0010981	abnormal branching involved in ureteric bud morphogenesis
MP:0010982	abnormal ureteric bud elongation
MP:0010983	abnormal ureteric bud invasion
MP:0010984	abnormal metanephric mesenchyme morphology
MP:0010985	abnormal kidney mesenchyme morphology
MP:0010986	abnormal mesonephric mesenchyme morphology
MP:0010987	abnormal nephrogenic mesenchyme morphogenesis
MP:0010988	abnormal bronchial cartilage morphology
MP:0010989	fused bronchial cartilage rings
MP:0010992	increased surfactant secretion
MP:0010990	increased surfactant secretion
MP:0010993	decreased surfactant secretion
MP:0010991	decreased surfactant secretion
MP:0010994	aerophagia
MP:0010995	abnormal lung alveolus development
MP:0010996	increased aorta wall thickness
MP:0010997	decreased aorta wall thickness
MP:0010998	pulmonary alveolar proteinosis
MP:0010999	proteinosis
MP:0011000	abnormal allogrooming behavior
MP:0011001	absence of AMPA-mediated synaptic currents
MP:0011002	enhanced AMPA-mediated synaptic currents
MP:0011003	reduced AMPA-mediated synaptic currents
MP:0011004	abnormal epidermal stem cell morphology
MP:0011005	abnormal epidermal stem cell physiology
MP:0011006	abnormal epidermal stem cell proliferation
MP:0011007	abnormal epidermal stem cell apoptosis
MP:0011008	abnormal circulating glutamate dehydrogenase level
MP:0011009	increased circulating glutamate dehydrogenase level
MP:0011010	decreased circulating glutamate dehydrogenase level
MP:0011011	impaired lung lobe morphogenesis
MP:0011012	bronchiectasis
MP:0011013	bronchiolectasis
MP:0011014	decreased core body temperature
MP:0011015	decreased body surface temperature
MP:0011016	increased core body temperature
MP:0011017	increased body surface temperature
MP:0011018	pulmonary hyaline membrane formation
MP:0011019	abnormal adaptive thermogenesis
MP:0011020	abnormal circadian temperature homeostasis
MP:0011021	abnormal circadian regulation of heart rate
MP:0011022	abnormal circadian regulation of systemic arterial blood pressure
MP:0011023	obsolete absent motile cilia
MP:0011024	abnormal branching involved in lung morphogenesis
MP:0011025	abnormal branching involved in trachea morphogenesis
MP:0011026	impaired branching involved in trachea morphogenesis
MP:0011027	abnormal branching involved in bronchus morphogenesis
MP:0011028	impaired branching involved in bronchus morphogenesis
MP:0011029	abnormal branching involved in preterminal bronchiole morphogenesis
MP:0011030	impaired branching involved in preterminal bronchiole morphogenesis
MP:0011031	abnormal branching involved in terminal bronchiole morphogenesis
MP:0011032	impaired branching involved in terminal bronchiole morphogenesis
MP:0011033	abnormal branching involved in respiratory bronchiole morphogenesis
MP:0011034	impaired branching involved in respiratory bronchiole morphogenesis
MP:0011035	abnormal branching involved in alveolar duct morphogenesis
MP:0011036	impaired branching involved in alveolar duct morphogenesis
MP:0011037	abnormal branching involved in alveolar sac morphogenesis
MP:0011038	impaired branching involved in alveolar sac morphogenesis
MP:0011039	abnormal vestibuloocular dark reflex
MP:0011040	abnormal vestibuloocular light reflex
MP:0011041	abnormal vertical vestibuloocular reflex
MP:0011042	abnormal horizontal vestibuloocular reflex
MP:0011043	abnormal lung elastance
MP:0011044	increased lung elastance
MP:0011045	decreased lung elastance
MP:0011046	abnormal lung tissue damping
MP:0011047	increased lung tissue damping
MP:0011048	decreased lung tissue damping
MP:0011049	impaired adaptive thermogenesis
MP:0011050	abnormal respiratory motile cilium morphology
MP:0011051	abnormal respiratory motile cilium number
MP:0011052	increased respiratory motile cilia number
MP:0011053	decreased respiratory motile cilia number
MP:0011054	absent respiratory motile cilia
MP:0011055	abnormal respiratory motile cilium physiology
MP:0011056	abnormal brain ependyma motile cilium morphology
MP:0011057	absent brain ependyma motile cilia
MP:0011058	abnormal spinal cord motile cilium morphology
MP:0011059	abnormal ependyma motile cilium morphology
MP:0011060	abnormal kinocilium morphology
MP:0011061	abnormal inner hair cell kinocilium morphology
MP:0011062	abnormal outer hair cell kinocilium morphology
MP:0011063	absent inner hair cell kinocilia
MP:0011064	abnormal vestibular hair cell kinocilium morphology
MP:0011065	abnormal kidney epithelial cell primary cilium morphology
MP:0011066	abnormal renal tubule epithelial cell primary cilium morphology
MP:0011067	abnormal somatostatin level
MP:0011068	abnormal ependyma motile cilium physiology
MP:0011069	abnormal brain ependyma motile cilium physiology
MP:0011070	abnormal spinal cord motile cilium physiology
MP:0011071	absent club cells
MP:0011072	abnormal macrophage cytokine production
MP:0011073	abnormal macrophage apoptosis
MP:0011074	abnormal macrophage nitric oxide production
MP:0011075	abnormal macrophage activation involved in immune response
MP:0011076	increased macrophage nitric oxide production
MP:0011077	decreased macrophage nitric oxide production
MP:0011078	increased macrophage cytokine production
MP:0011079	decreased macrophage cytokine production
MP:0011080	increased macrophage apoptosis
MP:0011081	decreased macrophage apoptosis
MP:0011082	abnormal gastrointestinal motility
MP:0011083	lethality at weaning, complete penetrance
MP:0011084	lethality at weaning, incomplete penetrance
MP:0011085	postnatal lethality, complete penetrance
MP:0011086	postnatal lethality, incomplete penetrance
MP:0011087	neonatal lethality, complete penetrance
MP:0011088	neonatal lethality, incomplete penetrance
MP:0011089	perinatal lethality, complete penetrance
MP:0011090	perinatal lethality, incomplete penetrance
MP:0011091	prenatal lethality, complete penetrance
MP:0011092	embryonic lethality, complete penetrance
MP:0011093	embryonic lethality at implantation, complete penetrance
MP:0011094	embryonic lethality before implantation, complete penetrance
MP:0011095	embryonic lethality between implantation and placentation, complete penetrance
MP:0011096	embryonic lethality between implantation and somite formation, complete penetrance
MP:0011097	embryonic lethality between somite formation and embryo turning, complete penetrance
MP:0011098	embryonic lethality during organogenesis, complete penetrance
MP:0011099	lethality throughout fetal growth and development, complete penetrance
MP:0011100	preweaning lethality, complete penetrance
MP:0011101	prenatal lethality, incomplete penetrance
MP:0011102	embryonic lethality, incomplete penetrance
MP:0011103	embryonic lethality at implantation, incomplete penetrance
MP:0011104	embryonic lethality before implantation, incomplete penetrance
MP:0011105	embryonic lethality between implantation and placentation, incomplete penetrance
MP:0011106	embryonic lethality between implantation and somite formation, incomplete penetrance
MP:0011107	embryonic lethality between somite formation and embryo turning, incomplete penetrance
MP:0011108	embryonic lethality during organogenesis, incomplete penetrance
MP:0011109	lethality throughout fetal growth and development, incomplete penetrance
MP:0011110	preweaning lethality, incomplete penetrance
MP:0011111	lethality during fetal growth through weaning, complete penetrance
MP:0011112	lethality during fetal growth through weaning, incomplete penetrance
MP:0011113	abnormal airway basal cell morphology
MP:0011114	abnormal airway basal cell differentiation
MP:0011115	airway basal cell hyperplasia
MP:0011116	absent Reichert's membrane
MP:0011117	abnormal susceptibility to weight gain
MP:0011118	abnormal susceptibility to weight loss
MP:0011119	abnormal primordial ovarian follicle number
MP:0011120	increased primordial ovarian follicle number
MP:0011121	decreased primordial ovarian follicle number
MP:0011122	absent primordial ovarian follicles
MP:0011123	abnormal primary ovarian follicle number
MP:0011124	increased primary ovarian follicle number
MP:0011125	decreased primary ovarian follicle number
MP:0011126	absent primary ovarian follicles
MP:0011127	abnormal secondary ovarian follicle number
MP:0011128	increased secondary ovarian follicle number
MP:0011129	decreased secondary ovarian follicle number
MP:0011130	absent secondary ovarian follicles
MP:0011131	abnormal lung endothelial cell physiology
MP:0011132	abnormal lung endothelial cell migration
MP:0011133	increased lung endothelial cell migration
MP:0011134	decreased lung endothelial cell migration
MP:0011135	abnormal lung endothelial cell adhesion
MP:0011136	increased lung endothelial cell adhesion
MP:0011137	decreased lung endothelial cell adhesion
MP:0011138	abnormal lung endothelial cell proliferation
MP:0011139	increased lung endothelial cell proliferation
MP:0011140	decreased lung endothelial cell proliferation
MP:0011141	increased lung endothelial cell apoptosis
MP:0011142	abnormal lung-associated mesenchyme development
MP:0011143	thick lung-associated mesenchyme
MP:0011144	thin lung-associated mesenchyme
MP:0011145	abnormal mesenchymal cell differentiation involved in lung development
MP:0011146	abnormal mesenchymal cell proliferation involved in lung development
MP:0011147	increased mesenchymal cell proliferation involved in lung development
MP:0011148	decreased mesenchymal cell proliferation involved in lung development
MP:0011149	abnormal hippocampus stratum lacunosum morphology
MP:0011150	abnormal hippocampus stratum oriens morphology
MP:0011151	abnormal hippocampus stratum radiatum morphology
MP:0011152	thick hippocampus molecular cell layer
MP:0011153	thick hippocampus stratum oriens
MP:0011154	thick hippocampus stratum radiatum
MP:0011155	absent hippocampus stratum oriens
MP:0011156	abnormal hypodermis fat layer morphology
MP:0011157	abnormal hypodermis muscle layer morphology
MP:0011158	absent hypodermis muscle layer
MP:0011159	abnormal epidermal-dermal junction morphology
MP:0011160	dermal-epidermal separation
MP:0011161	increased hypodermis neovascularization
MP:0011162	abnormal wet-to-dry lung weight ratio
MP:0011163	increased wet-to-dry lung weight ratio
MP:0011164	panniculitis
MP:0011165	abnormal tooth root development
MP:0011166	absent molar root
MP:0011167	abnormal adipose tissue development
MP:0011168	abnormal fat cell differentiation
MP:0011169	abnormal white fat cell differentation
MP:0011170	abnormal brown fat cell differentiation
MP:0011171	increased number of Heinz bodies
MP:0011172	abnormal otic pit morphology
MP:0011173	abnormal otic placode morphology
MP:0011174	lipodystrophy
MP:0011175	platyspondylia
MP:0011176	abnormal erythroblast morphology
MP:0011177	abnormal erythroblast number
MP:0011178	increased erythroblast number
MP:0011179	decreased erythroblast number
MP:0011180	abnormal hematopoietic cell number
MP:0011181	increased hematopoietic cell number
MP:0011182	decreased hematopoietic cell number
MP:0011183	abnormal primitive endoderm morphology
MP:0011184	absent embryonic epiblast
MP:0011185	absent primitive endoderm
MP:0011186	abnormal visceral endoderm morphology
MP:0011187	abnormal parietal endoderm morphology
MP:0011188	increased erythrocyte protoporphyrin level
MP:0011189	small embryonic epiblast
MP:0011190	thick embryonic epiblast
MP:0011191	increased embryonic epiblast cell apoptosis
MP:0011192	decreased embryonic epiblast cell proliferation
MP:0011193	embryonic epiblast cell degeneration
MP:0011194	abnormal hair follicle physiology
MP:0011195	increased hair follicle apoptosis
MP:0011196	decreased hair follicle apoptosis
MP:0011197	abnormal proamniotic cavity morphology
MP:0011198	absent proamniotic cavity
MP:0011199	abnormal amniotic cavity morphology
MP:0011200	abnormal extraembryonic coelom morphology
MP:0011201	abnormal visceral yolk sac cavity morphology
MP:0011202	abnormal ectoplacental cavity morphology
MP:0011203	abnormal parietal yolk sac morphology
MP:0011204	abnormal visceral yolk sac blood island morphology
MP:0011205	excessive folding of visceral yolk sac
MP:0011206	absent visceral yolk sac
MP:0011207	absent ectoplacental cavity
MP:0011208	small proamniotic cavity
MP:0011209	absent extraembryonic coelom
MP:0011210	abnormal temporomandibular joint morphology
MP:0011211	abnormal common peroneal nerve morphology
MP:0011212	absent common peroneal nerve
MP:0011213	abnormal brain copper level
MP:0011214	increased brain copper level
MP:0011215	decreased brain copper level
MP:0011216	abnormal brainstem copper level
MP:0011217	increased brainstem copper level
MP:0011218	decreased brainstem copper level
MP:0011219	abnormal intestinal calcium absorption
MP:0011220	increased intestinal calcium absorption
MP:0011221	decreased intestinal calcium absorption
MP:0011222	abnormal lymph node medullary sinus morphology
MP:0011223	dilated lymph node medullary sinus
MP:0011224	abnormal lymph node medullary cord morphology
