# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 5 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-MTAB-6863
# Timestamp: Tue, 07-Jun-2022 23:32:23
Gene ID	Gene Name	'advanced' vs 'early' in 'no steatosis; liver disease; Hepatitis C virus genotype 1' .foldChange	'advanced' vs 'early' in 'no steatosis; liver disease; Hepatitis C virus genotype 1'.pValue	'advanced' vs 'early' in 'no steatosis; liver disease; Hepatitis C virus genotype 3' .foldChange	'advanced' vs 'early' in 'no steatosis; liver disease; Hepatitis C virus genotype 3'.pValue	'advanced' vs 'early' in 'steatosis; liver disease; Hepatitis C virus genotype 1' .foldChange	'advanced' vs 'early' in 'steatosis; liver disease; Hepatitis C virus genotype 1'.pValue	'advanced' vs 'early' in 'steatosis; liver disease; Hepatitis C virus genotype 3' .foldChange	'advanced' vs 'early' in 'steatosis; liver disease; Hepatitis C virus genotype 3'.pValue	'advanced' vs 'early' in 'steatosis; non-alcoholic fatty liver disease; not applicable' .foldChange	'advanced' vs 'early' in 'steatosis; non-alcoholic fatty liver disease; not applicable'.pValue
ENSG00000174353	STAG3L3					-0.2	0.961979133300388	0.1	0.949806053387616	-0.1	0.932505914062654
ENSG00000174358	SLC6A19			0.7	0.339695481983448	1.1	0.543466205956673	0.6	0.639798218388957		
ENSG00000174365	SNHG11	-0.1	0.999985931919634	-0.8	0.157290338920055	-0.2	0.929412971189339	-0.3	0.674324663634723	-0.2	0.657935520351243
ENSG00000174370	C11orf45	0.2	0.999985931919634			0.1	0.972900354840679	0.3	0.898342754667343	0.3	0.766953939733977
ENSG00000174371	EXO1	0.2	0.999985931919634			-0.4	0.896951566256874	0.6	0.679607537026614	0.5	0.626704918849267
ENSG00000174373	RALGAPA1	-0.1	0.999985931919634	0.6	0.197057678861861	0.2	0.902618219518092	0.1	0.960952754133497	0.2	0.781347975324811
ENSG00000174405	LIG4	-0.1	0.999985931919634	0.6	0.314693318265377	-0.1	0.986163753817535	0.1	0.95047135478724	0.3	0.740849829550938
ENSG00000174428	GTF2IRD2B	-0.2	0.999985931919634	-0.1	0.850411437950285	0.3	0.830379944234687			-0.4	0.573361836450909
ENSG00000174429	ABRA					0.8	0.749223264079359	-0.1	0.975931124439668		
ENSG00000174437	ATP2A2	-0.1	0.999985931919634	-0.3	0.18079274415498	0.1	0.962081715521324	-0.2	0.893983782581718	-0.1	0.792685232677405
ENSG00000174442	ZWILCH	-0.2	0.999985931919634	0.1	0.895965853465007	0.1	0.976721664651086	0.1	0.950487007643995		
ENSG00000174444	RPL4	0.2	0.999985931919634	-0.6	0.206029751539951			-0.3	0.851997037668534	-0.1	0.883079732642155
ENSG00000174446	SNAPC5			-0.1	0.819950335419202	-0.2	0.886743806281713			-0.1	0.90276396575378
ENSG00000174453	VWC2L					0.7	0.828542127537742				
ENSG00000174456	C12orf76	-0.1	0.999985931919634	0.1	0.754156250549115	0.1	0.966365735687286			-0.2	0.671527401225399
ENSG00000174469	CNTNAP2	-0.2	0.999985931919634	0.1	0.842054422518892	-0.1	0.977980834078836	-0.3	0.854069018803916		
ENSG00000174473	GALNTL6	0.2	0.999985931919634			0.5	0.908972781611813	-0.1	0.949806053387616		
ENSG00000174483	BBS1	0.2	0.999985931919634			0.7	0.436697793709041			-0.2	0.878519317910532
ENSG00000174485	DENND4A	0.1	0.999985931919634	0.4	0.369344642331919	-0.1	0.9713905154318	0.3	0.751761805308641	0.2	0.765551455749054
ENSG00000174500	GCSAM	0.4	0.999985931919634			-0.2	0.955098234054372	0.2	0.908230151699402	0.2	0.85085923924764
ENSG00000174501	ANKRD36C			0.6	0.408387911703347	0.5	0.830379944234687	0.7	0.457403353627523	0.4	0.661631874028264
ENSG00000174514	MFSD4A	0.1	0.999985931919634	0.8	0.145686299096421			0.2	0.888535050007002	0.1	0.935713795862356
ENSG00000174516	PELI3	-0.1	0.999985931919634	-1.0	0.107095054145173	0.1	0.969392233474908	-0.4	0.590093120782208	-0.4	0.573361836450909
ENSG00000174527	MYO1H					0.8	0.644982513058095	0.1	0.987400946202481		
ENSG00000174529	TMEM81	-0.1	0.999985931919634	-0.1	0.925368937389534	-0.2	0.943200718146659	-0.2	0.92555156384918	-0.2	0.809259594365759
ENSG00000174547	MRPL11	-0.3	0.999985931919634	-0.9	0.124665835063517	-0.2	0.900372828006316	-0.4	0.745691090299196	-0.3	0.770123760419791
ENSG00000174564	IL20RB	-1.0	0.223695585574779			0.2	0.963451851117788	-0.3	0.857862055543057	-0.1	0.882350862019789
ENSG00000174567	GOLT1A			-1.2	0.0646087758756813	-0.3	0.917081663663775	-0.3	0.848172961337863	-0.3	0.744626008903964
ENSG00000174574	AKIRIN1	0.1	0.999985931919634	-0.2	0.578765829681428	-0.1	0.981976085464	0.1	0.96116089077566	0.1	0.946028865300108
ENSG00000174579	MSL2			0.3	0.393035209589002						
ENSG00000174586	ZNF497	-0.1	0.999985931919634	-0.1	0.869354781440095			-0.1	0.949538431857459	-0.1	0.894956047938914
ENSG00000174599	TRAM1L1					1.0	0.644982513058095				
ENSG00000174600	CMKLR1	0.2	0.999985931919634			-0.2	0.937533786897238	-0.1	0.962004496678581	-0.3	0.739355750830942
ENSG00000174606	ANGEL2	-0.1	0.999985931919634	0.2	0.680689059930856			-0.2	0.888452273955261	0.1	0.837564055408771
ENSG00000174607	UGT8					0.3	0.956926080321162				
ENSG00000174611	KY	0.2	0.999985931919634			0.5	0.858301632555788	0.2	0.923642090688416		
ENSG00000174628	IQCK	0.2	0.999985931919634	0.1	0.883947061037685	0.2	0.943200718146659	0.6	0.407890340396343	0.4	0.537409641006723
ENSG00000174640	SLCO2A1	0.6	0.694729596962874	0.7	0.137013472005655	0.7	0.661242563382434	0.5	0.6771664023981	0.6	0.423311968616478
ENSG00000174652	ZNF266	0.2	0.999985931919634	0.5	0.252289300185409	0.3	0.835097230784767	0.6	0.490986792003571	0.2	0.750252550933834
ENSG00000174669	SLC29A2	-0.1	0.999985931919634	-0.1	0.906877060005338	0.5	0.82545553890333	0.2	0.914494565737341	-0.1	0.853466112878718
ENSG00000174672	BRSK2					0.4	0.892620531092889	0.7	0.277531547453713	-0.5	0.581122674003557
ENSG00000174684	B4GAT1	-0.1	0.999985931919634	-0.8	0.159488569973446	-0.2	0.92627750591764	-0.4	0.690018653226047	-0.2	0.785897780573035
ENSG00000174695	TMEM167A	-0.3	0.999985931919634	0.4	0.504401532894687	-0.1	0.955909286002468	-0.2	0.910313721150025	0.4	0.490035823466728
ENSG00000174705	SH3PXD2B	0.2	0.999985931919634	-0.2	0.589412730840281	0.4	0.701433071209154	0.4	0.573757479108713	-0.1	0.956476766572223
ENSG00000174718	RESF1	0.2	0.999985931919634			-0.1	0.989697317123842	0.5	0.653531948014015	0.3	0.722868022755349
ENSG00000174720	LARP7			0.5	0.290779935613525			0.3	0.861220853312384	0.3	0.700034953509693
ENSG00000174721	FGFBP3	-0.3	0.999985931919634					0.1	0.9679165220508	-0.5	0.526699111648173
ENSG00000174738	NR1D2	-0.4	0.999703836612836	-0.2	0.566058790061871	0.1	0.959565585450766	-0.5	0.614842071869156	0.2	0.890570886206212
ENSG00000174740	PABPC5	-0.4	0.999985931919634			0.5	0.891580561555642	-0.2	0.947991004853035	0.2	0.815260293009006
ENSG00000174744	BRMS1	0.2	0.999985931919634	-0.7	0.218923523377967	-0.3	0.857684889801224	-0.2	0.898792269692281	-0.3	0.749118382903599
ENSG00000174748	RPL15	0.1	0.999985931919634	-0.6	0.221118048436015			-0.3	0.840466598107023	-0.1	0.953529181866576
ENSG00000174749	FAM241A	-0.3	0.999985931919634	0.2	0.765006370572463	0.2	0.952310796383059	0.1	0.969280166439231	0.4	0.429696115028817
ENSG00000174775	HRAS	0.2	0.999985931919634	-0.7	0.215898523393117	0.2	0.948895483204626	-0.3	0.751761805308641	-0.3	0.695384646243737
ENSG00000174776	WDR49							0.3	0.899276607258075		
ENSG00000174780	SRP72	-0.1	0.999985931919634	-0.1	0.80087965524886	-0.3	0.710860782040915	-0.1	0.967369684151098	0.3	0.633147618667445
ENSG00000174788	PCP2	-0.2	0.999985931919634					-0.4	0.819471363992391		
ENSG00000174791	RIN1	0.1	0.999985931919634			0.7	0.503474070230828	-0.2	0.946130633017191		
ENSG00000174796	THAP6	-0.2	0.999985931919634	0.4	0.469166731529277	0.1	0.97009461851206	0.1	0.949806053387616	0.2	0.822747726177135
ENSG00000174799	CEP135	0.3	0.999985931919634	0.9	0.098930223568523	0.2	0.935674515384156	0.5	0.573840623998269	0.6	0.395094028137161
ENSG00000174804	FZD4	-0.3	0.699171929304522	-0.5	0.122138492752677	-0.1	0.97579606679328	-0.4	0.240449874062291		
ENSG00000174807	CD248	0.4	0.999985931919634	-0.3	0.658239464971475	1.2	0.37086029711856	0.7	0.34971411219535	0.3	0.761317314574728
ENSG00000174808	BTC	-0.5	0.876752975732466	-0.3	0.738397445681573	-0.1	0.989140433657437			0.3	0.726132736443303
ENSG00000174827	PDZK1			-0.6	0.158060923661197	-0.4	0.855552006554935	0.1	0.924006017290748	-0.1	0.933826304812937
ENSG00000174837	ADGRE1	0.2	0.999985931919634			-0.4	0.900372828006316	-0.6	0.596871603304466	-0.1	0.924618310905238
ENSG00000174839	DENND6A	-0.1	0.999985931919634	0.3	0.477086191364631	0.1	0.972441069187462	-0.2	0.79462163581102	0.2	0.754245540294624
ENSG00000174840	PDE12	-0.1	0.999985931919634	-0.1	0.906085623852972			-0.1	0.916979056213037	0.1	0.866398984009729
ENSG00000174842	GLMN	0.1	0.999985931919634	0.7	0.209225806785804	0.3	0.884296983405362	0.4	0.812073972420204	0.3	0.695666409971253
ENSG00000174844	DNAH12	0.3	0.999985931919634			0.6	0.816104967642686	0.3	0.873434132586483	0.1	0.953312858399901
ENSG00000174851	YIF1A			-0.9	0.141337631710209	-0.3	0.889639734404667	-0.4	0.729060856772626	-0.2	0.796437129901768
ENSG00000174871	CNIH2					-0.1	0.987182442811447	0.2	0.909987417463031	-0.3	0.751474256444575
ENSG00000174885	NLRP6	-0.2	0.999985931919634			-0.3	0.929044254329603	-1.1	0.0055137579098846	-0.7	0.429081850400426
ENSG00000174886	NDUFA11			-1.0	0.0934984509261837	-0.2	0.84131322413378	-0.5	0.449451657003826	-0.4	0.607259395381229
ENSG00000174891	RSRC1	-0.1	0.999985931919634	0.3	0.503363651730168	-0.2	0.929044254329603	0.1	0.963433558923612	0.3	0.606075642077401
ENSG00000174903	RAB1B	-0.1	0.999985931919634	-0.9	0.132763905611182	-0.2	0.857684889801224	-0.2	0.886969472594511	-0.3	0.712736440661038
ENSG00000174912	METTL15P1	-0.4	0.999985931919634			-0.3	0.921211579922791	0.1	0.967485961954043	-0.1	0.931867599289994
ENSG00000174915	PTDSS2			-0.4	0.379811705934744	0.2	0.887970905703676			-0.3	0.667383298740465
ENSG00000174917	MICOS13	-0.1	0.999985931919634	-1.3	0.075187486998588			-0.4	0.70086929802644	-0.3	0.785897780573035
ENSG00000174928	C3orf33	-0.2	0.999985931919634					-0.3	0.901391447623208		
ENSG00000174938	SEZ6L2	0.8	0.56389078328449			1.7	0.108604684059547	1.3	0.0323538242146422		
ENSG00000174939	ASPHD1					0.9	0.652912140849817				
ENSG00000174943	KCTD13	0.1	0.999985931919634	0.3	0.350168154185241	0.1	0.94870866679405	0.3	0.818296224885933	-0.1	0.86166608133019
ENSG00000174944	P2RY14	0.1	0.999985931919634			0.4	0.929044254329603	0.1	0.962462886483126	0.4	0.694358866561999
ENSG00000174945	AMZ1	-0.3	0.999985931919634	-0.2	0.779136739316707	0.2	0.931652748278469	-0.4	0.85384624630711	-0.3	0.733093832449638
ENSG00000174946	GPR171	0.3	0.999985931919634			0.3	0.929044254329603	0.5	0.717605637966313	0.5	0.624580041790399
ENSG00000174951	FUT1	0.2	0.999985931919634			0.6	0.509752839886967	-0.2	0.935970962828544	-0.2	0.85897438968035
ENSG00000174953	DHX36	-0.1	0.999985931919634	0.5	0.314807426334505	0.1	0.956926080321162	0.3	0.867397295502487	0.2	0.804215171211785
ENSG00000174963	ZIC4	-1.2	0.104489358389404	0.3	0.696035878975623	-0.5	0.902618219518092	-0.4	0.823055893113513		
ENSG00000174977	ENSG00000174977					-0.1	0.98552016352893	0.1	0.962462886483126		
ENSG00000174989	FBXW8	0.1	0.999985931919634			-0.1	0.943200718146659	0.1	0.94282553859524	-0.1	0.943612916178911
ENSG00000174990	CA5A			-0.8	0.105321927665627	-0.4	0.869390340946759	-0.4	0.515270190056786	-0.7	0.115057888832608
ENSG00000174992	ZG16	-0.3	0.999985931919634	-1.5	0.00985323636584208	-0.3	0.914621932828302	-0.8	0.194048441055364	-0.5	0.497432415997319
ENSG00000174996	KLC2	0.4	0.803811014501617	0.2	0.689502220682333	0.7	0.332200783114809	0.3	0.763946445074028	-0.2	0.844889365690165
ENSG00000175003	SLC22A1	-0.2	0.999985931919634	-1.1	0.133012325542743	-0.4	0.890633558299909	-0.4	0.743685041589502	-0.4	0.684015976523236
ENSG00000175029	CTBP2	0.1	0.999985931919634	0.5	0.168896126841068	0.4	0.701877605734854	0.1	0.909642640353199	0.1	0.853141512878958
ENSG00000175040	CHST2	0.5	0.971325401030305	0.5	0.302470867386895	0.1	0.97009461851206	0.2	0.917638889797446	-0.3	0.7137799505811
ENSG00000175048	ZDHHC14	-0.1	0.999985931919634	-0.3	0.571926365744133			-0.4	0.596406945392296	-0.4	0.429696115028817
ENSG00000175054	ATR	0.1	0.999985931919634	0.6	0.270011902375748	0.1	0.937533786897238	0.5	0.696481743890429	0.3	0.717905864141619
ENSG00000175061	SNHG29			-0.6	0.210869494517315	0.1	0.983383072526479	-0.2	0.857575793912941	-0.2	0.792013452473535
ENSG00000175063	UBE2C	0.2	0.999985931919634			-0.4	0.899307391027958	0.1	0.949806053387616		
ENSG00000175065	DSG4					0.1	0.988814821818001				
ENSG00000175066	GK5			0.5	0.242476252706009	0.3	0.836506340818897	0.2	0.873007908841087	0.1	0.95307739511344
ENSG00000175073	VCPIP1	-0.1	0.999985931919634	0.3	0.428666556012395	-0.1	0.888089865958845			0.3	0.645627425175907
ENSG00000175084	DES					1.0	0.702390846806136	0.1	0.95779438844454	0.2	0.870299410413093
ENSG00000175087	PDIK1L	-0.1	0.999985931919634	0.2	0.688670418883226	-0.1	0.956926080321162	-0.3	0.785187336745322	0.4	0.580004312114489
ENSG00000175093	SPSB4	-0.2	0.999985931919634	-0.6	0.31541636975458	-0.1	0.983720388820257	-0.3	0.850609531962641	-0.3	0.80396899343844
ENSG00000175097	RAG2					0.4	0.91943897747235				
ENSG00000175104	TRAF6	-0.1	0.999985931919634	-0.1	0.767717809577722			-0.2	0.751761805308641	0.1	0.853141512878958
ENSG00000175105	ZNF654	-0.2	0.999985931919634	0.5	0.379265916574042	0.1	0.945065740179399	0.1	0.949195185643444	0.4	0.633165039767836
ENSG00000175106	TVP23C	0.2	0.999985931919634	0.9	0.110655954720823	0.2	0.955098234054372				
ENSG00000175110	MRPS22	-0.1	0.999985931919634	-0.5	0.13734642067381	-0.2	0.935674515384156	-0.2	0.861708772640328	0.1	0.88891641960844
ENSG00000175115	PACS1	0.3	0.999985931919634	0.4	0.275466808312632	0.2	0.90779054492117	0.5	0.272606109424398	0.2	0.843534674314755
ENSG00000175130	MARCKSL1	0.1	0.999985931919634	-0.9	0.150877188919754	-0.1	0.963482472673717			-0.2	0.804215171211785
ENSG00000175137	SH3BP5L	0.1	0.999985931919634	-0.6	0.162526303984658			0.1	0.934370547697302	-0.2	0.724613560181644
ENSG00000175147	TMEM51-AS1	0.2	0.999985931919634			0.7	0.736702890527007	0.6	0.652249603599766	0.5	0.626134534844426
ENSG00000175155	YPEL2	0.2	0.999985931919634	0.2	0.708353213210296			0.2	0.877445794814971	0.1	0.94841928175037
ENSG00000175161	CADM2	-0.3	0.999985931919634			-0.4	0.934911119311627	-0.8	0.446319217381927	-0.7	0.436948587209073
ENSG00000175164	ABO					1.1	0.56603159209782	0.6	0.685933593201993		
ENSG00000175166	PSMD2	0.1	0.999985931919634	-0.7	0.136593268649207	0.1	0.980012535424303	-0.2	0.901287612883941	-0.2	0.836842534947343
ENSG00000175170	FAM182B					0.5	0.858301632555788				
ENSG00000175175	PPM1E	-0.5	0.999985931919634	-0.4	0.608650917963287			-0.4	0.818084590852176	-0.1	0.923980545805021
ENSG00000175182	FAM131A	0.3	0.997896734104171	-0.2	0.724512693174243	0.5	0.504640591706233	0.2	0.893047390884286	-0.3	0.739919135155431
ENSG00000175183	CSRP2	-0.1	0.999985931919634	-0.6	0.192491840253857			-0.2	0.901391447623208	-0.1	0.926779662230879
ENSG00000175189	INHBC	-0.3	0.999985931919634	-0.8	0.145717048135267	-0.2	0.954024131690835	-0.5	0.0699030258560785	-0.2	0.759849992022851
ENSG00000175193	PARL	0.2	0.999985931919634	-0.6	0.158060923661197			-0.2	0.861178136198427	-0.1	0.82396319903865
ENSG00000175197	DDIT3	-0.1	0.999985931919634	-0.8	0.0827063065960556			-0.2	0.833784513012468	-0.1	0.844256838028664
ENSG00000175198	PCCA	-0.1	0.999985931919634	-0.1	0.920944156455281	-0.2	0.902618219518092	0.2	0.825204443071363	0.2	0.746335286674875
ENSG00000175203	DCTN2	0.2	0.999985931919634	-0.5	0.235491538631796	0.1	0.923713870490765	-0.2	0.909987417463031		
ENSG00000175206	NPPA					0.6	0.857684889801224				
ENSG00000175213	ZNF408	-0.1	0.999985931919634	-0.7	0.231953101265236	-0.1	0.94870866679405	-0.2	0.910607271078036	-0.5	0.289047670285552
ENSG00000175215	CTDSP2	-0.1	0.999985931919634	-0.5	0.163740491574115	-0.1	0.947377878739165	-0.3	0.559784377960689	-0.3	0.70819606502426
ENSG00000175216	CKAP5			0.1	0.836682848358262					-0.1	0.875440912415238
ENSG00000175220	ARHGAP1			-0.5	0.22427869645293					-0.4	0.353947579266598
ENSG00000175221	MED16	0.1	0.999985931919634	-0.5	0.38633995327989			-0.2	0.901360633016002	-0.6	0.399885206846182
ENSG00000175224	ATG13	0.2	0.999985931919634	-0.6	0.175343388161614			-0.1	0.962004496678581	-0.2	0.773834418208462
ENSG00000175262	C1orf127	-0.2	0.999985931919634			0.5	0.844689202357153	0.4	0.811009216973238		
ENSG00000175264	CHST1					0.4	0.878011690908901	0.3	0.862415386740115		
ENSG00000175265	GOLGA8A	-0.2	0.999985931919634	1.0	0.179149290154314			0.3	0.856522037939026	-0.2	0.85085923924764
ENSG00000175267	VWA3A					0.9	0.710860782040915				
ENSG00000175274	TP53I11	0.1	0.999985931919634	-0.5	0.316109077069718	-0.1	0.956926080321162			-0.4	0.433658061900699
ENSG00000175279	CENPS	0.4	0.999985931919634			0.2	0.955098234054372	0.1	0.959013724467702	0.1	0.944073266461869
ENSG00000175283	DOLK	0.1	0.999985931919634	-0.7	0.212461021727594	-0.1	0.955098234054372	-0.2	0.905734135843879	-0.1	0.927535376014791
ENSG00000175287	PHYHD1	-0.1	0.999985931919634	-0.8	0.16146705436636	-0.1	0.934911119311627	-0.5	0.279741207493434	-0.3	0.693567731388175
ENSG00000175305	CCNE2	-0.2	0.999985931919634	0.8	0.134444912743377	0.2	0.937533786897238	0.4	0.802042927587592	0.5	0.6076859324029
ENSG00000175309	PHYKPL					0.2	0.930645625298606	0.1	0.897518231978323	-0.3	0.638770337021604
ENSG00000175311	ANKS4B	-0.1	0.999985931919634	-0.5	0.119442209136005	-0.4	0.892779344957688	-0.1	0.942413200285193	-0.2	0.732129796575096
ENSG00000175318	GRAMD2A					0.4	0.898476048016577				
ENSG00000175322	ZNF519	-0.1	0.999985931919634	1.4	0.00815504165187565	0.7	0.688743474668815	0.3	0.891399745745728	0.3	0.768315554947892
ENSG00000175324	LSM1			-0.5	0.273569822874821	-0.3	0.857684889801224	-0.2	0.86909834637592	-0.2	0.759538002932307
ENSG00000175334	BANF1	0.1	0.999985931919634	-0.8	0.158082629048025	0.1	0.967824130213871	-0.1	0.949195185643444	-0.3	0.716127930304
ENSG00000175336	APOF	-0.1	0.999985931919634	-1.2	0.0345612586765157	-0.8	0.668811794854171	-0.7	0.381623669263428	-0.1	0.905707203354952
ENSG00000175344	CHRNA7					1.0	0.688743474668815				
ENSG00000175348	TMEM9B	0.1	0.999985931919634	-0.3	0.500011916082013	0.1	0.955098234054372			0.2	0.761317314574728
ENSG00000175352	NRIP3	0.1	0.999985931919634					0.3	0.857979533590242		
ENSG00000175354	PTPN2			0.6	0.192491840253857	-0.1	0.951401940626305	0.1	0.944406459555822	0.1	0.854423419306707
ENSG00000175356	SCUBE2	0.5	0.869164849314302			0.7	0.78203182773079	0.2	0.923351080329536	-0.5	0.66053976448146
ENSG00000175376	EIF1AD	0.1	0.999985931919634	-0.6	0.115692803691322			-0.1	0.901391447623208	-0.3	0.589282123793634
ENSG00000175387	SMAD2	-0.1	0.999985931919634	0.3	0.365208331842131	0.2	0.868430704076305	0.1	0.933503931899575	0.2	0.695666409971253
ENSG00000175390	EIF3F	0.2	0.999985931919634	-0.5	0.341428210014301	0.1	0.981714129455414	-0.2	0.83152854225556	-0.1	0.927387219862926
ENSG00000175395	ZNF25			0.6	0.231760983581569	0.8	0.668811794854171			0.3	0.657103672772755
ENSG00000175414	ARL10			0.5	0.242573991557608	0.4	0.777444165966042	0.6	0.300717171575734	0.2	0.795258057194984
ENSG00000175416	CLTB			-1.0	0.107922445835574	0.2	0.941603506462073	-0.3	0.809634956042172	-0.2	0.809259594365759
ENSG00000175426	PCSK1	-0.2	0.999985931919634	0.8	0.284091969562507	-0.4	0.90582421446	-0.1	0.963390086464022	-0.1	0.948392952516568
ENSG00000175445	LPL	-0.1	0.999985931919634			-0.8	0.738268133613344	0.5	0.724751604434435	0.7	0.398510649973672
ENSG00000175449	RFESD					0.5	0.788850902868571			0.4	0.569241431653947
ENSG00000175455	CCDC14	0.1	0.999985931919634	0.9	0.158060923661197	0.2	0.94870866679405	0.3	0.882622632128403	0.3	0.747158909775481
ENSG00000175463	TBC1D10C	0.7	0.447649341257512	0.6	0.263466797315896			0.5	0.257385469698699	0.1	0.940542923441039
ENSG00000175467	SART1			-0.6	0.254181672679321	-0.1	0.961979133300388	-0.1	0.906327504882773	-0.5	0.157771744510612
ENSG00000175470	PPP2R2D	-0.2	0.791271258558577	-0.3	0.301941447080016	-0.1	0.956848754331584	-0.1	0.913217678419577		
ENSG00000175471	MCTP1			0.9	0.115269063068404	0.3	0.874744680589307	0.3	0.822476660373686	0.5	0.268578635254435
ENSG00000175482	POLD4	0.1	0.999985931919634	-0.3	0.474781868317404	-0.1	0.96831044838065	-0.1	0.966761563532408	-0.1	0.866398984009729
ENSG00000175485	OR52W1					-0.4	0.914621932828302	0.1	0.954584088859701	-0.2	0.870939024881508
ENSG00000175489	LRRC25	0.2	0.999985931919634			-0.3	0.856849533081653	-0.2	0.914684607554463	-0.3	0.7137799505811
ENSG00000175497	DPP10					0.9	0.631455751414297	0.5	0.742687403608348	0.8	0.359604538625688
ENSG00000175505	CLCF1	0.7	0.69969325630348			0.8	0.552780760316943	0.9	0.185153575735901	0.3	0.782160372746067
ENSG00000175518	UBQLNL	-0.3	0.999985931919634	-0.4	0.654685615645492	0.1	0.967824130213871	0.1	0.959013724467702	-0.2	0.890570886206212
ENSG00000175520	UBQLN3					0.2	0.956275304817944	0.1	0.962004496678581		
ENSG00000175536	LIPT2	-0.1	0.999985931919634	-0.2	0.766447058449298	-0.1	0.964426884473226	-0.8	0.155121374467932	-0.1	0.941162808786112
ENSG00000175538	KCNE3	-0.2	0.999985931919634	-0.4	0.364921211811437			-0.5	0.601215085760689	-0.1	0.905512403707134
ENSG00000175544	CABP4	0.1	0.999985931919634	-0.3	0.608728548599989	-0.2	0.927394687541053	-0.1	0.931890672400827	-0.2	0.796530880472624
ENSG00000175548	ALG10B	-0.3	0.999985931919634	0.2	0.730933213155262	0.1	0.982318799496025	-0.3	0.846621595481647	0.3	0.643457760540186
ENSG00000175550	DRAP1	0.1	0.999985931919634	-0.9	0.134651871345062	-0.3	0.893246937001403	-0.2	0.887267818829533	-0.3	0.721276434489535
ENSG00000175556	LONRF3	0.1	0.999985931919634	-0.1	0.872477763743611	-0.2	0.896951566256874	0.2	0.920732807601431	-0.2	0.805243304666972
ENSG00000175564	UCP3	0.4	0.999985931919634			0.1	0.969855714408342	0.4	0.735864565094196	-0.3	0.728394586996298
ENSG00000175567	UCP2	0.1	0.999985931919634	0.2	0.750860082712476	-0.2	0.896951566256874	0.2	0.894663619451934	0.2	0.765520281814065
ENSG00000175573	C11orf68	0.1	0.999985931919634	-1.0	0.0882906809234785	0.1	0.94626616538374	-0.2	0.861577168481263	-0.2	0.787966774747979
ENSG00000175575	PAAF1	-0.2	0.999985931919634	-0.2	0.593598937686497			-0.2	0.857979533590242	-0.1	0.810074250907609
ENSG00000175581	MRPL48	-0.1	0.999985931919634	-0.6	0.152396711763703	-0.2	0.886725170908881	-0.3	0.751890201947135	0.1	0.924785371124341
ENSG00000175582	RAB6A			-0.1	0.720905357863106	-0.1	0.965036896640956	-0.1	0.961153379286509	0.3	0.62410822372454
ENSG00000175591	P2RY2	-0.3	0.999985931919634	-0.6	0.304367445834019	0.6	0.771483724671611	-0.6	0.534151503012101	-0.4	0.715664205551873
ENSG00000175592	FOSL1					0.2	0.959388487438152				
ENSG00000175595	ERCC4	-0.3	0.999985931919634	0.3	0.547392791635741	-0.1	0.969925072189448	-0.1	0.915126985034157	0.2	0.64247292533503
ENSG00000175600	SUGCT	-0.2	0.999985931919634	-0.5	0.180677635400541	-0.5	0.637586577190741	-0.5	0.134491791405293	-0.3	0.643731734787542
ENSG00000175602	CCDC85B			-1.0	0.136315268013737	0.1	0.963482472673717	-0.2	0.920732807601431	-0.4	0.657935520351243
ENSG00000175604	ENSG00000175604	0.4	0.999985931919634			0.3	0.925569059103211	-0.1	0.949806053387616	-0.5	0.657935520351243
ENSG00000175606	TMEM70			-0.3	0.441013483257758	0.6	0.83317902158255	-0.4	0.659330462349866	0.2	0.779478950496414
ENSG00000175611	LINC00476	-0.1	0.999985931919634	0.5	0.437843701210851	-0.1	0.961979133300388	-0.3	0.834869017320165	0.1	0.89497840080301
ENSG00000175634	RPS6KB2	0.1	0.999985931919634	-0.7	0.217926878277404	-0.2	0.896951566256874	-0.3	0.646847903601165	-0.5	0.444831043223106
ENSG00000175643	RMI2	-0.2	0.999985931919634	-0.1	0.885019202112325	-0.3	0.935458252979145	0.2	0.909642640353199		
ENSG00000175662	TOM1L2			-0.3	0.45770728163355	0.2	0.861455105839327	0.1	0.949195185643444	-0.3	0.574418425417423
ENSG00000175691	ZNF77	-0.1	0.999985931919634	-0.1	0.831913248282589	0.1	0.96773574179671	0.4	0.615374283065095		
ENSG00000175701	MTLN	0.1	0.999985931919634	-0.9	0.18677204129881	0.7	0.78660264187407			-0.3	0.746704301647841
ENSG00000175707	KDF1			-0.6	0.359831305042447	0.3	0.929412971189339	0.4	0.648135650972054	-0.1	0.883370530534074
ENSG00000175711	B3GNTL1	0.2	0.999985931919634	0.6	0.130961375373977	0.3	0.830854170058077	0.3	0.813087066307148	0.2	0.845073162125203
ENSG00000175727	MLXIP			0.1	0.811792112644531	0.3	0.886725170908881	0.3	0.667536922634767	-0.3	0.707958203618687
ENSG00000175730	BAK1P1							-0.1	0.987112261779685		
ENSG00000175745	NR2F1	0.1	0.999985931919634	0.1	0.864706003349844	0.1	0.962866226214443	0.2	0.877007117292577		
ENSG00000175746	C15orf54					0.5	0.895535959767318	0.4	0.850429738552133	0.7	0.408084592871692
ENSG00000175756	AURKAIP1	-0.1	0.999985931919634	-1.1	0.107899406398643	-0.2	0.929044254329603	-0.4	0.683216524296727	-0.4	0.678840052165232
